zonas,areas_quartos,enderecos,precos
norte,75 m² construídos2 quartos,"Rua Bela Vista Do Paraíso, Vila Palmeiras, São Paulo Zona Norte, São Paulo",1.650
norte,80 m² construídos3 quartos,"Rua Santo Egídio, Santa Teresinha, São Paulo Zona Norte, São Paulo",2.650
norte,50 m² construídos2 quartos,"Rua Manoel Martins Da Rocha, Vila Mangalot, São Paulo Zona Norte, São Paulo",1.000
norte,100 m² construídos2 quartos,"Rua País Natal, Jardim Filhos Da Terra, São Paulo Zona Norte, São Paulo",1.200
norte,75 m² construídos2 quartos,"Rua Itamonte, Vila Medeiros, São Paulo Zona Norte, São Paulo",1.750
norte,65 m² construídos2 quartos,"Avenida Braz Leme, Santana, São Paulo Zona Norte, São Paulo",1.870
norte,84 m² construídos3 quartos,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",1.766
norte,40 m² construídos1 quarto,"Rua Epaminondas Melo Do Amaral, Sítio Do Mandaqui, São Paulo Zona Norte, São Paulo",1.190
norte,65 m² construídos3 quartos,"Rua Soldado Teodoro Francisco Ribeiro, Parque Novo Mundo, São Paulo Zona Norte, São Paulo",1.800
norte,72 m² construídos3 quartos,"Av Parada Pinto, Parque Mandaqui, São Paulo Zona Norte, São Paulo",2.180
norte,168 m² construídos3 quartos,"Rua Francisco Augusto, Vila Aurora, São Paulo Zona Norte, São Paulo",3.200
norte,37 m² construídos1 quarto,"Rua Yvorne, Lauzane Paulista, São Paulo Zona Norte, São Paulo",1.040
norte,42 m² construídos1 quarto,"Rua Yvorne, Lauzane Paulista, São Paulo Zona Norte, São Paulo",1.150
norte,74 m² construídos2 quartos,"Rua Inácio De Araújo, Jardim Brasília (zona Norte), São Paulo Zona Norte, São Paulo",1.133
norte,70 m² construídos3 quartos,"Rua Orindiúva, Vila Maria Alta, São Paulo Zona Norte, São Paulo",2.040
norte,60 m² construídos2 quartos,"Rua Carlos Calvo, Jardim Julieta, São Paulo Zona Norte, São Paulo",1.570
norte,100 m² construídos3 quartos,"Avenida Braz Leme, Santana, São Paulo Zona Norte, São Paulo",2.970
norte,80 m² construídos2 quartos,"Rua Saguairu, Casa Verde, São Paulo Zona Norte, São Paulo",3.880
norte,86 m² construídos3 quartos,"Rua Comprida, Vila Mazzei, São Paulo Zona Norte, São Paulo",2.700
norte,60 m² construídos2 quartos,"Rua Deputado Gouvea Franco, Parque Mandaqui, São Paulo Zona Norte, São Paulo",1.277
norte,50 m² construídos2 quartos,"Rua Parma, Vila Gustavo, São Paulo Zona Norte, São Paulo",1.450
norte,45 m² construídos1 quarto,"Rua Canabuoca, Vila Mazzei, São Paulo Zona Norte, São Paulo",1.100
norte,64 m² construídos2 quartos,"Rua Plínio Colás, Lauzane Paulista, São Paulo Zona Norte, São Paulo",2.000
norte,75 m² construídos1 quarto,"Avenida Casa Verde, Casa Verde, São Paulo Zona Norte, São Paulo",2.900
norte,58 m² construídos2 quartos,"Rua Epaminondas Melo Do Amaral, Sítio Do Mandaqui, São Paulo Zona Norte, São Paulo",1.680
norte,300 m² construídos3 quartos,"Rua Aldo Manucio, Vila Mangalot, São Paulo Zona Norte, São Paulo",2.500
norte,130 m² construídos3 quartos,"Rua Ibicarai, Parque Vitória, São Paulo Zona Norte, São Paulo",4.000
norte,190 m² construídos5 quartos,"Avenida Professora Ida Kolb, Jardim Das Laranjeiras, São Paulo Zona Norte, São Paulo",7.760
norte,41 m² construídos1 quarto,"Rua Ezequiel Freire, Santana, São Paulo Zona Norte, São Paulo",1.840
norte,45 m² construídos2 quartos,"Rua Coronel Octávio Azeredo, Vila Mazzei, São Paulo Zona Norte, São Paulo",1.400
norte,40 m² construídos1 quarto,"Rua Do Bucolismo, Jardim Brasília (zona Norte), São Paulo Zona Norte, São Paulo",1.000
norte,56 m² construídos2 quartos,"Rua Guaipu, Vila Bonilha Nova, São Paulo Zona Norte, São Paulo",1.500
norte,43 m² construídos2 quartos,"Rua Coronel Euclídes Machado, Jardim Das Graças, São Paulo Zona Norte, São Paulo",1.600
norte,20 m² construídos1 quarto,"Rua Almir Rodrigues, Vila Continental, São Paulo Zona Norte, São Paulo",820
norte,80 m² construídos3 quartos,"Rua Fontana, Parque Monteiro Soares, São Paulo Zona Norte, São Paulo",3.250
norte,105 m² construídos3 quartos,"Rua Bartolomeu Faria, Vila Albertina, São Paulo Zona Norte, São Paulo",2.190
norte,70 m² construídos1 quarto,"Rua Capiri, Vila Nova Mazzei, São Paulo Zona Norte, São Paulo",1.210
norte,71 m² construídos3 quartos,"Avenida Ministro Petrônio Portela, Vila Amélia, São Paulo Zona Norte, São Paulo",1.900
norte,100 m² construídos3 quartos,"Rua Pedro Doll, Santana, São Paulo Zona Norte, São Paulo",1.960
norte,50 m² construídos2 quartos,"Rua Manguari, Jardim Andaraí, São Paulo Zona Norte, São Paulo",1.360
norte,59 m² construídos3 quartos,"Rua Itaici, Santa Teresinha, São Paulo Zona Norte, São Paulo",2.120
norte,51 m² construídos2 quartos,"Rua Antônio Campêlo, Vila Vitório Mazzei, São Paulo Zona Norte, São Paulo",1.550
